priority,category,paper_id,set,why,verdict,verdict_reason,title_score,pages,doi,folder,title
2,E_IN_BOTH_SETS,LWBEKQXY,testing,same DOI as validation paper PKIN6R35 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1513/annalsats.201912-872oc,NCATS,Association of Race and Ethnicity with Sedation Management in Pediatric Intensive Care.
2,E_IN_BOTH_SETS,M3IMKTAR,testing,same DOI as validation paper ZFMGD92P - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,8,10.1186/s12992-018-0342-0,NIA,"A qualitative evaluation of a simplified cardiovascular management program in Tibet, China."
2,E_IN_BOTH_SETS,M46JBV2K,testing,same DOI as validation paper BZHD4F63 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,18,10.1002/cncr.33184,NCATS,Health-related quality of life outcomes for the LEAP study-CALGB 70305 (Alliance): A lymphedema prevention intervention trial for newly diagnosed breast  cancer patients.
2,E_IN_BOTH_SETS,MEWCCWRY,testing,same DOI as validation paper 8MGIPU3P - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.1016/j.cct.2021.106510,NCATS; NIAID,Incorporating systems-level stakeholder perspectives into the clinical trial design of school-supervised asthma therapy.
2,E_IN_BOTH_SETS,ML28EFGN,testing,same DOI as validation paper 2RDD8DGI - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,8,10.1001/jamainternmed.2018.5713,NIGMS,Efficacy of Mobile Phone-Delivered Smoking Cessation Interventions for Socioeconomically Disadvantaged Individuals: A Randomized Clinical Trial.
2,E_IN_BOTH_SETS,MNPPUABA,testing,same DOI as validation paper I7VKXNIC - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.1097/hco.0000000000000674,NCATS,Sustainability of blood pressure reduction in black barbershops.
2,E_IN_BOTH_SETS,MVQ6WUBN,testing,same DOI as validation paper 7EFQI5V4 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.1186/s43058-022-00342-x,NIAID; NICHD,Qualitative evaluation of the Systems Analysis and Improvement Approach as a strategy to increase HIV testing in family planning clinics using the  Consolidated Framework for Implementation Research and the Implementation  Outcomes Framework.
2,E_IN_BOTH_SETS,N35XJ5YV,testing,same DOI as validation paper YHKIB4RS - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,19,10.1056/nejmoa2208415,NCATS,Oxygen-Saturation Targets for Critically Ill Adults Receiving Mechanical Ventilation.
2,E_IN_BOTH_SETS,N6Z88UT5,testing,same DOI as validation paper GIHWCXEH - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,9,10.1177/02692163231214422,NIA,Hope and illness expectations: A cross-sectional study in patients with advanced cancer.
2,E_IN_BOTH_SETS,N96FALII,testing,same DOI as validation paper IR9N2LY8 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.1038/s41467-024-47896-z,NIAID,"A cluster-randomized trial of water, sanitation, handwashing and nutritional interventions on stress and epigenetic programming."
2,E_IN_BOTH_SETS,NAA22RTH,testing,same DOI as validation paper WUNIU4CC - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,9,10.1093/cid/ciac920,NIAID,Household- Versus Incentive-Based Contact Investigation for Tuberculosis in Rural South Africa: A Cluster-Randomized Trial.
2,E_IN_BOTH_SETS,NPU43H6S,testing,same DOI as validation paper BNPVWAIY - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,15,10.1186/s13012-019-0949-4,NIDDK; NIMH,The impact of basic vs. enhanced Go NAPSACC on child care centers' healthy eating and physical activity practices: protocol for a type 3 hybrid  effectiveness-implementation cluster-randomized trial.
2,E_IN_BOTH_SETS,NQSS6ZME,testing,same DOI as validation paper W75ICDYI - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,7,10.1002/cncr.32188,NIA; NIGMS,Association between advanced cancer patient-caregiver agreement regarding prognosis and hospice enrollment.
2,E_IN_BOTH_SETS,NRBW33RG,testing,same DOI as validation paper XEKC6EFN - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,23,10.1161/circulationaha.117.030617,NCATS; NIA,Reversing the Cardiac Effects of Sedentary Aging in Middle Age-A Randomized Controlled Trial: Implications For Heart Failure Prevention.
2,E_IN_BOTH_SETS,PALJMQS6,testing,same DOI as validation paper XA8RYYSR - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,13,10.5888/pcd17.190353,NCATS,A Cluster Randomized Controlled Trial of a Lay Health Worker Intervention to Increase Healthy Eating and Physical Activity Among Vietnamese Americans.
2,E_IN_BOTH_SETS,PDUGS7DP,testing,same DOI as validation paper IT2B87LL - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,15,10.1186/s13722-022-00295-5,NCATS,"A cluster randomized controlled trial for a multi-level, clinic-based smoking cessation program with women in Appalachian communities: study protocol for the  ""Break Free"" program."
2,E_IN_BOTH_SETS,PIQT5A3I,testing,same DOI as validation paper TEXLFQSL - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,17,10.1001/jamanetworkopen.2023.49666,NIMHD,Mobile Application-Based Communication Facilitation Platform for Family Members of Critically Ill Patients: A Randomized Clinical Trial.
2,E_IN_BOTH_SETS,PX36RSR8,testing,same DOI as validation paper SJVU6KJ3 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,13,10.1200/op.21.00573,NIA,"Effects of an Oncology Nurse-Led, Primary Palliative Care Intervention (CONNECT) on Illness Expectations Among Patients With Advanced Cancer."
2,E_IN_BOTH_SETS,Q472RUI9,testing,same DOI as validation paper QGRTXZZH - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1002/cncr.31134,NIMHD,Efficacy of a community-based participatory and multilevel intervention to enhance hepatitis B virus screening and vaccination in underserved Korean  Americans.
2,E_IN_BOTH_SETS,Q9B3JIJ2,testing,same DOI as validation paper ZC3442HS - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1007/s10461-020-03117-4,NIAID; NIMH,"TransPrEP: Results from the Pilot Study of a Social Network-Based Intervention to Support PrEP Adherence Among Transgender Women in Lima, Peru."
2,E_IN_BOTH_SETS,QSSAN7UI,testing,same DOI as validation paper ABV8X64G - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,23,10.1016/j.jand.2018.04.011,NCATS; NIA,"Impact of the Out-of-School Nutrition and Physical Activity (OSNAP) Group Randomized Controlled Trial on Children's Food, Beverage, and Calorie Consumption  among Snacks Served."
2,E_IN_BOTH_SETS,QWHPR7PA,testing,same DOI as validation paper 2LUUC2WH - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,18,10.1016/j.addbeh.2017.10.023,NIDA,The impact of a brief cessation induction intervention for waterpipe tobacco smoking: A pilot randomized clinical trial.
2,E_IN_BOTH_SETS,QXN2CHIB,testing,same DOI as validation paper E8BGTQDI - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,20,10.1016/j.cct.2018.07.004,NICHD,"Design and rationale of the ""Sedation strategy and cognitive outcome after critical illness in early childhood"" study."
2,E_IN_BOTH_SETS,RPDUHJVP,testing,same DOI as validation paper Z6DJN9CQ - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1016/j.jpainsymman.2021.07.032,NIA; NINR,Completion of Patient-Reported Outcome Questionnaires Among Older Adults with Advanced Cancer.
2,E_IN_BOTH_SETS,RVGHTCUQ,testing,same DOI as validation paper FDVX9XTR - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,17,10.1016/j.jen.2021.05.007,NIA; NIEHS,System Level Informatics to Improve Triage Practices for Sickle Cell Disease Vaso-Occlusive Crisis: A Cluster Randomized Controlled Trial.
2,E_IN_BOTH_SETS,RXFQY4XC,testing,same DOI as validation paper 6EI22ZER - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,31,10.1016/j.cct.2021.106526,NIBIB,"Testing the effectiveness of community-engaged citizen science to promote physical activity, foster healthier neighborhood environments, and advance health  equity in vulnerable communities: The Steps for Change randomized controlled  trial design and methods."
2,E_IN_BOTH_SETS,S3NDM3VQ,testing,same DOI as validation paper E2MNEMB8 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,20,10.1161/circulationaha.118.038165,NCATS,Sustainability of Blood Pressure Reduction in Black Barbershops.
2,E_IN_BOTH_SETS,S7RT34HI,testing,same DOI as validation paper WKMKUPTU - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,9,10.1093/ntr/nty239,NIDA,A Cluster-Randomized Clinical Trial Testing the Effectiveness of the Addressing Tobacco Through Organizational Change Model for Improving the Treatment of  Tobacco Use in Community Mental Health Care: Preliminary Study Feasibility and  Baseline Findings.
2,E_IN_BOTH_SETS,S8AWREET,testing,same DOI as validation paper YQC5A963 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,16,10.1186/s13012-024-01349-9,FIC; NIDA; NIMH,Comparative effectiveness of implementation strategies for Accelerating Cervical Cancer Elimination through the integration of Screen-and-treat Services (ACCESS  study): protocol for a cluster randomized hybrid type III trial in Nigeria.
2,E_IN_BOTH_SETS,SCUD3NQX,testing,same DOI as validation paper LNWR884A - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1186/s13012-024-01340-4,NIDDK,Action planning for building public health program sustainability: results from a group-randomized trial.
2,E_IN_BOTH_SETS,SGEDS55Q,testing,same DOI as validation paper 85UJCVKA - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,17,10.1016/j.contraception.2024.110447,NCATS; NIGMS,"Association of perinatal depression and postpartum contraception intent, choice, and actual use."
2,E_IN_BOTH_SETS,SHZWCASA,testing,same DOI as validation paper LU33978L - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1016/j.jacc.2019.07.058,NCATS; NIA,Improving Communication in Heart Failure Patient Care.
2,E_IN_BOTH_SETS,SLL6D8W7,testing,same DOI as validation paper BAABE7JM - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,9,10.1186/s12885-018-4672-3,NCATS; NIMHD,"The comparative effectiveness of decision aids in diverse populations with early stage prostate cancer: a study protocol for a cluster-randomized controlled trial  in the NCI Community Oncology Research Program (NCORP), Alliance A191402CD."
2,E_IN_BOTH_SETS,SSNM9DRD,testing,same DOI as validation paper ZVIZFQCJ - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,22,10.1016/j.resuscitation.2023.109939,NICHD,Association of CPR simulation program characteristics with simulated and actual performance during paediatric in-hospital cardiac arrest.
2,E_IN_BOTH_SETS,STH5NWUN,testing,same DOI as validation paper JMLTZFI8 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.1016/j.jand.2018.04.010,NIDDK; NINR,"A Cluster-Randomized Trial of a Mobile Produce Market Program in 12 Communities in North Carolina: Program Development, Methods, and Baseline Characteristics."
2,E_IN_BOTH_SETS,T5IM4AH3,testing,same DOI as validation paper 7M6ST2JQ - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,14,10.1080/02770903.2020.1856869,NIEHS,Effect of the School-Based Asthma Care for Teens (SB-ACT) program on asthma morbidity: a 3-arm randomized controlled trial.
2,E_IN_BOTH_SETS,TCS56FZY,testing,same DOI as validation paper KQHQ9KMW - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,9,10.1001/jamapsychiatry.2019.3483,NIDDK; NIMH,Training Models for Implementing Evidence-Based Psychological Treatment: A Cluster-Randomized Trial in College Counseling Centers.
2,E_IN_BOTH_SETS,TDLGKW2I,testing,same DOI as validation paper L3XSIHDW - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,16,10.1016/j.ahj.2022.12.016,NCATS,Design and pilot implementation for the BETTER CARE-HF trial: A pragmatic cluster-randomized controlled trial comparing two targeted approaches to  ambulatory clinical decision support for cardiologists.
2,E_IN_BOTH_SETS,TEFXU38J,testing,same DOI as validation paper UPVYYFVQ - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,39,10.3390/nu13114021,NIDDK,Effects of Different Allotments of Avocados on the Nutritional Status of Families: A Cluster Randomized Controlled Trial.
2,E_IN_BOTH_SETS,TJJRPERK,testing,same DOI as validation paper BWAGKCVT - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,9,10.1186/s13012-019-0903-5,NCATS; NCCIH,Using a continuum of hybrid effectiveness-implementation studies to put research-tested colorectal screening interventions into practice.
2,E_IN_BOTH_SETS,TLXU4MVQ,testing,same DOI as validation paper R7T6WKEW - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.1016/j.jgo.2022.03.001,NIA,"Protocol paper: Multi-site, cluster-randomized clinical trial for optimizing functional outcomes of older cancer survivors after chemotherapy."
2,E_IN_BOTH_SETS,TSYDUWJK,testing,same DOI as validation paper NFIAY6NV - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,14,10.1002/cncr.33857,NIA,Effects by educational attainment of a mammography screening patient decision aid for women aged 75 years and older.
2,E_IN_BOTH_SETS,TWYU2VCY,testing,same DOI as validation paper 9LTSBSEE - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1001/jamapediatrics.2021.0766,NCATS,Effect of Training Pediatric Clinicians in Human Papillomavirus Communication Strategies on Human Papillomavirus Vaccination Rates: A Cluster Randomized  Clinical Trial.
2,E_IN_BOTH_SETS,TXGVITEJ,testing,same DOI as validation paper RUYVCGHY - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.2215/cjn.12300720,NCATS; NIDDK,Targeting Sedentary Behavior in CKD: A Pilot and Feasibility Randomized Controlled Trial.
2,E_IN_BOTH_SETS,TZAGY4NU,testing,same DOI as validation paper DJE2PNQA - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,18,10.1002/cncr.33183,NCATS,A randomized study to prevent lymphedema in women treated for breast cancer: CALGB 70305 (Alliance).
2,E_IN_BOTH_SETS,TZZP2GMX,testing,same DOI as validation paper X9X3VGJK - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,17,10.1016/j.ypmed.2019.01.014,NCCIH,A cost-effectiveness analysis of a colorectal cancer screening program in safety net clinics.
2,E_IN_BOTH_SETS,UIDUTSZL,testing,same DOI as validation paper M8CXW6PU - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,20,10.1016/j.japh.2023.08.014,NCATS,Clinical and economic effectiveness of a pharmacy and primary care collaborative transition of care program.
2,E_IN_BOTH_SETS,UJ9UUMG8,testing,same DOI as validation paper 4B9BMDV7 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,13,10.1001/jamanetworkopen.2020.15633,NICHD; NIDDK; NIMH,Effectiveness of a Digital Cognitive Behavior Therapy-Guided Self-Help Intervention for Eating Disorders in College Women: A Cluster Randomized Clinical  Trial.
2,E_IN_BOTH_SETS,UN3SHL78,testing,same DOI as validation paper ALFCPWRB - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,8,10.1002/onco.13699,NIA,"Caregiver-Oncologist Prognostic Concordance, Caregiver Mastery, and Caregiver Psychological Health and Quality of Life."
2,E_IN_BOTH_SETS,V4D33GKD,testing,same DOI as validation paper HBD3Y6S2 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,18,10.1001/jamanetworkopen.2020.25810,NIA; NIEHS,Assessment of Financial Toxicity Among Older Adults With Advanced Cancer.
2,E_IN_BOTH_SETS,V4IJ9JW5,testing,same DOI as validation paper S7VJ7LXE - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,8,10.1016/j.jgo.2023.101687,NIA,Decreasing polypharmacy in older adults with cancer: A pilot cluster-randomized trial protocol.
2,E_IN_BOTH_SETS,VDTZHUI6,testing,same DOI as validation paper GVSXRYPK - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,17,10.1016/j.jgo.2018.02.007,NIA,"Geriatric assessment-driven polypharmacy discussions between oncologists, older patients, and their caregivers."
2,E_IN_BOTH_SETS,VH6KS89D,testing,same DOI as validation paper TVL564PH - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,21,10.1016/j.ypmed.2019.105974,NIDDK,Keys to healthy family child care homes: Results from a cluster randomized trial.
2,E_IN_BOTH_SETS,VMVQ2SRD,testing,same DOI as validation paper 6ZR6F8KG - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1016/j.jpainsymman.2022.11.025,NIA,Examining Caregiver Outcomes in the CONNECT Intervention for Patients With Advanced Cancer.
2,E_IN_BOTH_SETS,VQERMQTN,testing,same DOI as validation paper PDP273K4 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.1186/s13012-021-01156-6,NIA; NIDA,Behavioral economic implementation strategies to improve serious illness communication between clinicians and high-risk patients with cancer: protocol for  a cluster randomized pragmatic trial.
2,E_IN_BOTH_SETS,VQU2MLJH,testing,same DOI as validation paper DKMFB69S - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1186/s12966-017-0637-1,NIDDK; NINR,Cluster randomized controlled trial of a mobile market intervention to increase fruit and vegetable intake among adults in lower-income communities in North  Carolina.
2,E_IN_BOTH_SETS,VXKNB5DX,testing,same DOI as validation paper 5CPW9STM - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.3122/jabfm.2021.05.210140,NCATS,"Successful Trial of Practice Facilitation for Plan, Do, Study, Act Quality Improvement."
2,E_IN_BOTH_SETS,VYU7HU26,testing,same DOI as validation paper LSLZLVAS - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,9,10.1016/j.envint.2019.105150,NICHD; NIEHS,Examining the relationship between household air pollution and infant microbial nasal carriage in a Ghanaian cohort.
2,E_IN_BOTH_SETS,WVYCZBPF,testing,same DOI as validation paper DJYB2MPK - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,21,10.1016/j.ahj.2024.05.008,NCATS; NIMHD; NINR,Design and rationale of the cardiometabolic health program linked with community health workers and mobile health telemonitoring to reduce health disparities  (LINKED-HEARTS) program.
2,E_IN_BOTH_SETS,WWX4J35N,testing,same DOI as validation paper 25SMNHQG - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,8,10.1186/s12889-024-17651-6,NIAID,Self-reported cardiovascular disease risk factor screening among people living with HIV vs. members of the general population in Botswana: a community-based  study.
2,E_IN_BOTH_SETS,X7J9NG8M,testing,same DOI as validation paper WJWMFQRJ - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1093/tbm/iby026,NICHD,Networks for prevention in 19 communities at the start of a large-scale community-based obesity prevention initiative.
2,E_IN_BOTH_SETS,X83J4YUG,testing,same DOI as validation paper 9SZ8F7SB - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,8,10.1093/cid/ciab601,NIAID,Conditional Cash Transfers to Incentivize Tuberculosis Screening: Description of a Novel Strategy for Contact Investigation in Rural South Africa.
2,E_IN_BOTH_SETS,XATUXZC5,testing,same DOI as validation paper ZBPWT8RC - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1097/pcc.0000000000003073,NICHD,The Temporal Association of the COVID-19 Pandemic and Pediatric Cardiopulmonary Resuscitation Quality and Outcomes.
2,E_IN_BOTH_SETS,XCEW696W,testing,same DOI as validation paper TGIBPA3M - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,16,10.1080/10618600.2019.1710156,NIAID; NIEHS,A stochastic second-order generalized estimating equations approach for estimating association parameters.
2,E_IN_BOTH_SETS,XGJ6Z38W,testing,same DOI as validation paper UAZFWMQ5 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1002/oby.23373,NIDDK; NIGMS,A practical decision tree to support editorial adjudication of submitted parallel cluster randomized controlled trials.
2,E_IN_BOTH_SETS,XL7X4Q6K,testing,same DOI as validation paper TUYKW32A - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,5,10.1037/ccp0000786,NIDDK; NIMH; NIMHD,Moderators and mediators of a digital cognitive behavior therapy-guided self-help intervention for eating disorders: Informing future design efforts.
2,E_IN_BOTH_SETS,XLJ8EEGM,testing,same DOI as validation paper C9P63S2B - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,14,10.1186/s43058-023-00437-z,NIMH,Team-focused implementation strategies to improve implementation of mental health screening and referral in rural Children's Advocacy Centers: study protocol for a  pilot cluster randomized hybrid type 2 trial.
2,E_IN_BOTH_SETS,Y4PS4QIT,testing,same DOI as validation paper PWWEDNNK - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,15,10.1016/j.addbeh.2020.106735,NIDA,"Assessing barriers to providing tobacco use disorder treatment in community mental health settings with a revised version of the Smoking Knowledge,  Attitudes, and Practices (S-KAP) instrument."
2,E_IN_BOTH_SETS,Y4QNBWSN,testing,same DOI as validation paper F2BPPKMI - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,13,10.1186/s13012-020-0967-2,NCATS; NIDA,"QuitSMART Utah: an implementation study protocol for a cluster-randomized, multi-level Sequential Multiple Assignment Randomized Trial to increase Reach and  Impact of tobacco cessation treatment in Community Health Centers."
2,E_IN_BOTH_SETS,Y729FR8I,testing,same DOI as validation paper EZW26HK2 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1001/jamanetworkopen.2023.34646,NCATS,A Multifaceted Implementation Strategy to Increase Out-of-Office Blood Pressure Monitoring: The EMBRACE Cluster Randomized Clinical Trial.
2,E_IN_BOTH_SETS,YBR6NA98,testing,same DOI as validation paper BMCWCLQH - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,8,10.1123/jpah.2021-0677,NIDDK,Objective Measures of Physical Activity in Rural Communities: Factors Associated With a Valid Wear and Lessons Learned.
2,E_IN_BOTH_SETS,YUAM3VKF,testing,same DOI as validation paper UHEKLJLC - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1093/abm/kaad060,NCATS,A Cluster-Randomized Evaluation of the SuperShelf Intervention in Choice-Based Food Pantries.
2,E_IN_BOTH_SETS,YVTFQYD2,testing,same DOI as validation paper GQ47R7MS - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,7,10.1089/jpm.2022.0277,NIA,Symptom Burden and Shared Care Planning in an Oncology Nurse-Led Primary Palliative Care Intervention (CONNECT) for Patients with Advanced Cancer.
2,E_IN_BOTH_SETS,YZ2ZXEQJ,testing,same DOI as validation paper 74ARW7SL - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1186/s13063-018-3075-8,NICHD; NINR,Methods in the design and implementation of the Randomized Evaluation of Sedation Titration for Respiratory Failure (RESTORE) clinical trial.
2,E_IN_BOTH_SETS,Z3NEV3AG,testing,same DOI as validation paper VMHXT33Z - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,19,10.1016/j.ahj.2022.02.010,NCATS,Randomized evaluation of decision support interventions for atrial fibrillation: Rationale and design of the RED-AF study.
2,E_IN_BOTH_SETS,Z49RK7S3,testing,same DOI as validation paper W2VQEXEG - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,33,10.1016/j.cct.2020.106164,NCATS; NIDDK,"Medical assistant health coaching (""MAC"") for type 2 diabetes in diverse primary care settings: A pragmatic, cluster-randomized controlled trial protocol."
2,E_IN_BOTH_SETS,Z6QQIWFY,testing,same DOI as validation paper 69KLSK53 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.1200/op.22.00173,NIA,Communication About Fall Risk in Community Oncology Practice: The Role of Geriatric Assessment.
2,E_IN_BOTH_SETS,Z7AH5NE4,testing,same DOI as validation paper KJQKEW8Y - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,8,10.1001/jamainternmed.2018.3629,NCCIH,Effectiveness of a Mailed Colorectal Cancer Screening Outreach Program in Community Health Clinics: The STOP CRC Cluster Randomized Clinical Trial.
2,E_IN_BOTH_SETS,ZBADI59C,testing,same DOI as validation paper NT3UR2AB - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,14,10.1016/j.jneb.2018.09.001,NIDDK,The Impact of a Healthy Weight Intervention Embedded in a Home-Visiting Program on Children's Weight and Mothers' Feeding Practices.
2,E_IN_BOTH_SETS,ZCN2GW5H,testing,same DOI as validation paper 4EYIVLJR - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.1093/tbm/ibab144,NCATS; NIDDK,Process evaluation of a medical assistant health coaching intervention for type 2 diabetes in diverse primary care settings.
2,E_IN_BOTH_SETS,ZIKITPY8,testing,same DOI as validation paper 7KTF6M73 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,13,10.1016/j.ahj.2020.08.009,NIAMS; NIGMS,Implementation of Multifaceted Patient-Centered Treatment Strategies for Intensive Blood Pressure Control (IMPACTS): Rationale and design of a  cluster-randomized trial.
2,E_IN_BOTH_SETS,ZIW6MP95,testing,same DOI as validation paper UJB4QA99 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1002/onco.13975,NCATS; NIA,The Relationship Between Frailty and Emotional Health in Older Patients with Advanced Cancer.
2,E_IN_BOTH_SETS,ZJVGPCQS,testing,same DOI as validation paper KESZW83P - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,17,10.1056/nejmc1804294,NCATS; NIA; NIGMS,Balanced Crystalloids versus Saline in Critically Ill Adults.
2,E_IN_BOTH_SETS,ZS9HPC7S,testing,same DOI as validation paper 3B8K39D8 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,15,10.1001/jamanetworkopen.2021.46519,NIDDK,Effect of Clinical Decision Support at Community Health Centers on the Risk of Cardiovascular Disease: A Cluster Randomized Clinical Trial.
2,E_IN_BOTH_SETS,ZSVGVCQS,testing,same DOI as validation paper FUSDUXRL - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,20,10.1016/j.jagp.2019.04.011,NIA,Changes in Moderate Intensity Physical Activity Are Associated With Better Cognition in the Multilevel Intervention for Physical Activity in Retirement  Communities (MIPARC) Study.
3,C_PROBABLY_FINE,6AUXHCLQ,testing,DOI matches; title found 54% into text (journal layout / space-less extraction) - spot-checked and looks correct,VERIFIED,DOI_MATCH,100.0,10,10.1093/tbm/ibaa113,NIDDK,"Evaluating a child care-based social marketing approach for improving children's diet and physical activity: results from the Healthy Me, Healthy We  cluster-randomized controlled trial."
3,C_PROBABLY_FINE,D29P9RKT,validation,DOI matches; title found 97% into text (journal layout / space-less extraction) - spot-checked and looks correct,VERIFIED,DOI_MATCH,100.0,12,10.1001/jama.2017.21906,Locked_26_01_08_337,Effect of a Quality Improvement Intervention on Clinical Outcomes in Patients in India With Acute Myocardial Infarction: The ACS QUIK Randomized Clinical Trial
3,C_PROBABLY_FINE,J2XGTHGE,validation,DOI matches; title found 52% into text (journal layout / space-less extraction) - spot-checked and looks correct,VERIFIED,DOI_MATCH,100.0,10,10.1093/tbm/ibaa113,Locked_26_01_08_337,"Evaluating a child care-based social marketing approach for improving children's diet and physical activity: results from the Healthy Me, Healthy We cluster-randomized controlled trial"
