paper_id,folder,folder_path,title,first_author,doi,pmid,pmcid,year,journal,attachment_key,md5,status,detail,warning,verdict,title_score,set,fetched_at
PSM5JQ3Y,NIAAA; NIDA,Boring Task / NIAAA; Boring Task / NIDA,Effect of Greening Vacant Land on Mental Health of Community-Dwelling Adults: A Cluster Randomized Trial.,South,10.1001/jamanetworkopen.2018.0298,30646029,PMC6324526,2018,JAMA network open,PF5S72WV,45ab0193ec5707cc83c5677f74b8ce40,OK,downloaded,,,,testing,2026-08-06T22:25:03.297890+00:00
QN49II8P,NIAAA; NIDA,Boring Task / NIAAA; Boring Task / NIDA,"Citywide cluster randomized trial to restore blighted vacant land and its effects on violence, crime, and fear.",Branas,10.1073/pnas.1718503115,29483246,PMC5866574,2018,Proceedings of the National Academy of Sciences of the United States of America,ZBD3JK7L,1e0fdffd68c0e7fa9467143025778fb9,OK,downloaded,,,,testing,2026-08-06T22:25:03.856675+00:00
FDPS9FE9,NIAAA; NIDA,Boring Task / NIAAA; Boring Task / NIDA,"Study protocol for a factorial-randomized controlled trial evaluating the implementation, costs, effectiveness, and sustainment of digital therapeutics for  substance use disorder in primary care (DIGITS Trial).",Glass,10.1186/s13012-022-01258-9,36726127,PMC9893639,2023,Implementation science : IS,GXZRU6CF,3ecd84f5ed59817e19f00e7371e36f83,OK,downloaded,"2 PDF attachments, picked highest priority: Full Text PDF; Full Text PDF",,,testing,2026-08-06T22:25:04.415888+00:00
3WNQ9RHH,NIAAA; NIAID; NIMH,Boring Task / NIAAA; Boring Task / NIAID; Boring Task / NIMH,Universal HIV Testing and Treatment With Patient-Centered Care Improves ART Uptake and Viral Suppression Among Adults Reporting Hazardous Alcohol Use in  Uganda and Kenya.,Puryear,10.1097/qai.0000000000003226,37220015,PMC10524467,2023,Journal of acquired immune deficiency syndromes (1999),SAN52KDW,24183c1e8fedd7e0de0eae4eac0e4f0e,OK,downloaded,,,,testing,2026-08-06T22:25:05.009690+00:00
T47RKM5B,NIAAA; NICHD,Boring Task / NIAAA; Boring Task / NICHD,Sexual Communication and Sexual Consent Self-Efficacy Among College Students: Implications for Sexually Transmitted Infection Prevention.,Edison,10.1016/j.jadohealth.2021.08.012,34620545,PMC9028224,2022,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,J2PKIQME,34417d20739c34ad7bb369fec9c0fbdd,OK,downloaded,,,,testing,2026-08-06T22:25:05.545790+00:00
QEFC624Z,NIAAA; NIAID,Boring Task / NIAAA; Boring Task / NIAID,Effectiveness of Varenicline and Cytisine for Alcohol Use Reduction Among People With HIV and Substance Use: A Randomized Clinical Trial.,Tindle,10.1001/jamanetworkopen.2022.25129,35930287,PMC9356316,2022,JAMA network open,CHM3HQDR,ff9b6bd81ba73c17c8becc79342acfd9,OK,downloaded,,,,testing,2026-08-06T22:25:06.058679+00:00
9K6L8NPX,NIAAA; NIDA; NIMH,Boring Task / NIAAA; Boring Task / NIDA; Boring Task / NIMH,Standardized Versus Tailored Implementation of Measurement-Based Care for Depression in Community Mental Health Clinics.,Lewis,10.1176/appi.ps.202100284,35538748,PMC9529853,2022,"Psychiatric services (Washington, D.C.)",H6WH39PR,806d15234041f957f60539c0266115c7,OK,downloaded,,,,testing,2026-08-06T22:25:06.578135+00:00
MEKD4KMW,NIAAA; NIDA,Boring Task / NIAAA; Boring Task / NIDA,Addressing identification bias in the design and analysis of cluster-randomized pragmatic trials: a case study.,Bobb,10.1186/s13063-020-4148-z,32293514,PMC7092580,2020,Trials,IHS8H76G,035662b79833d196de0307731c6fb324,OK,downloaded,"2 PDF attachments, picked highest priority: Full Text PDF; Full Text PDF",,,testing,2026-08-06T22:25:07.067521+00:00
ZSZEJEG4,NIAAA; NICHD,Boring Task / NIAAA; Boring Task / NICHD,College students' experiences of sexual violence and reasons for seeking care in campus health and counseling centers.,Anderson,10.1080/07448481.2022.2057189,35380934,PMC9532461,2024,Journal of American college health : J of ACH,KQK2Q5X5,d1e69c42f31d8ef94e79aebc5298828d,OK,downloaded,,,,testing,2026-08-06T22:25:07.656167+00:00
RB9I4EW6,NIAAA; NICHD; NIDA,Boring Task / NIAAA; Boring Task / NICHD; Boring Task / NIDA,Efficacy and Safety of Varenicline for Adolescent Smoking Cessation: A Randomized Clinical Trial.,Gray,10.1001/jamapediatrics.2019.3553,31609433,PMC6802269,2019,JAMA pediatrics,DIJD8IMG,d39518ec0229d653fd37a9bdb2ad89dc,OK,downloaded,,,,testing,2026-08-06T22:25:08.180293+00:00
RWMD4Q74,NIAAA,Boring Task / NIAAA,"The Effects of Cooperative Learning on Peer Relations, Academic Support, and Engagement in Learning Among Students of Color.",Van Ryzin,10.1080/00220671.2020.1806016,33664528,PMC7928266,2020,The Journal of educational research,ZS23Z7TH,c8e9384a478c2bc44345fc6c7ac13f4f,OK,downloaded,,,,testing,2026-08-06T22:25:08.669649+00:00
KMVAL9WZ,NIAAA,Boring Task / NIAAA,Reciprocated Friendship as a Mediator of the Effects of Cooperative Learning on Peer Victimization in Middle School.,Van Ryzin,10.1080/15388220.2022.2098502,36744109,PMC9894378,2022,Journal of school violence,LBTGEKFJ,3e76b19559e8050c0c9429421900ef51,OK,downloaded,,,,testing,2026-08-06T22:25:09.172265+00:00
VTXUDLKI,NIAAA,Boring Task / NIAAA,Mediators of Effects of Cooperative Learning on Prosocial Behavior in Middle School.,Van Ryzin,10.1007/s41042-020-00026-8,33072852,PMC7561041,2020,International journal of applied positive psychology,MWQQWPC5,c8d49e0c1babb72c80a9a06ab5a99c14,OK,downloaded,,,,testing,2026-08-06T22:25:09.647898+00:00
DCPKMZRA,NIAAA,Boring Task / NIAAA,The Longitudinal Relationship Between Peer Relations and Empathy and their Joint Contribution to Reducing Bullying in Middle School: Findings from a Randomized  Trial of Cooperative Learning.,Van Ryzin,10.1177/26320770221094032,36818659,PMC9934011,2022,Journal of prevention and health promotion,H7LEXKDF,dc076057f2d0923e686a64cf29297597,OK,downloaded,,,,testing,2026-08-06T22:25:10.240092+00:00
VASRLIV9,NIAAA,Boring Task / NIAAA,The Cascading Effects of Reducing Student Stress: Cooperative Learning as a Means to Reduce Emotional Problems and Promote Academic Engagement.,Van Ryzin,10.1177/0272431620950474,37621735,PMC10448952,2021,The Journal of early adolescence,BNBNWHNY,7dfcdd2682a0162cb732c22ca701eaee,OK,downloaded,,,,testing,2026-08-06T22:25:10.681627+00:00
W5M3P4MY,NIAAA,Boring Task / NIAAA,"Effects of cooperative learning on peer relations, empathy, and bullying in middle school.",Van Ryzin,10.1002/ab.21858,31432535,PMC7413077,2019,Aggressive behavior,JRE82RDI,c59551fb2d8f5f3d8217f4472929e061,OK,downloaded,,,,testing,2026-08-06T22:25:11.151904+00:00
QRJXSLKY,NIAAA,Boring Task / NIAAA,Enlisting Peer Cooperation in the Service of Alcohol Use Prevention in Middle School.,Van Ryzin,10.1111/cdev.12981,29265358,PMC6008178,2018,Child development,FJTJ3SB7,9c5b07294de731f416102dfee9f38448,OK,downloaded,,,,testing,2026-08-06T22:25:11.665900+00:00
BWCFXZ8L,NIAAA,Boring Task / NIAAA,Cooperative Learning Effects on Peer Relations and Alcohol Use in Middle School.,Van Ryzin,10.1016/j.appdev.2019.101059,32855579,PMC7448523,2019,Journal of applied developmental psychology,R7EZDMXS,83db559d05ff70fca47a9080e4042316,OK,downloaded,,,,testing,2026-08-06T22:25:12.184239+00:00
XQWL3HY9,NIAAA,Boring Task / NIAAA,"Cooperative Learning in Middle School: A Means to Improve Peer Relations and Reduce Victimization, Bullying, and Related Outcomes.",Van Ryzin,10.1037/edu0000265,30911200,PMC6430212,2018,Journal of educational psychology,4MMKQRDC,c0f12c239698e1f7479c052c714df9c1,OK,downloaded,,,,testing,2026-08-06T22:25:12.703398+00:00
LZE9T854,NIAAA,Boring Task / NIAAA,Peer influence processes as mediators of effects of a middle school substance use prevention program.,Van Ryzin,10.1016/j.addbeh.2018.06.016,29921538,PMC7402525,2018,Addictive behaviors,CA42J9PE,70f7323dea164b29487eee1ff5a60f65,OK,downloaded,,,,testing,2026-08-06T22:25:13.144489+00:00
2CRQDIHN,NIAAA,Boring Task / NIAAA,"The effects of cooperative learning on self-reported peer relations, peer support, and classroom engagement among students with disabilities.",Van Ryzin,10.1080/00220671.2024.2410494,40241935,PMC12002563,2024,The Journal of educational research,ECLJA5JX,94f1f515515f26dd4331e4c407ed80d2,OK,downloaded,,,,testing,2026-08-06T22:25:13.812682+00:00
TJY49I4I,NIAAA,Boring Task / NIAAA,Costs and benefits of cooperative learning as a universal school-based approach to adolescent substance use prevention.,Van Ryzin,10.1002/jcop.22916,35801306,PMC9742138,2023,Journal of community psychology,RJ9WGR2M,4c248056a53f24dd9731b61fb445e20f,OK,downloaded,,,,testing,2026-08-06T22:25:14.384966+00:00
IYS5C8L6,NIAAA,Boring Task / NIAAA,"A Longitudinal Process Model Evaluating the Effects of Cooperative Learning on Victimization, Stress, Mental Health, and Academic Engagement in Middle School.",Van Ryzin,10.1007/s42380-022-00140-y,35935738,PMC9345003,2022,International journal of bullying prevention : an official publication of the International Bullying Prevention Association,CE8FSZQP,b2a802b365af8b8d351f61086a8424fe,OK,downloaded,,,,testing,2026-08-06T22:25:14.961242+00:00
RT77AMLV,NIAAA,Boring Task / NIAAA,Use of an Automated Bilingual Digital Health Tool to Reduce Unhealthy Alcohol Use Among Latino Emergency Department Patients: A Randomized Clinical Trial.,Vaca,10.1001/jamanetworkopen.2023.14848,37219901,PMC10208138,2023,JAMA network open,WX4U9JG3,4ac4274aabcc416ae5c15498848011ee,OK,downloaded,,,,testing,2026-08-06T22:25:15.477007+00:00
C5JXLSUM,NIAAA,Boring Task / NIAAA,A randomized controlled trial of a brief motivational interviewing-based group intervention for emerging adults experiencing homelessness: 24-month effects on  alcohol use.,Tucker,10.1037/adb0000963,37768593,PMC10972771,2024,Psychology of addictive behaviors : journal of the Society of Psychologists in Addictive Behaviors,GE4KX27V,fee0699f8c1b5e0655c706cb9d7ca3c5,OK,downloaded,,,,testing,2026-08-06T22:25:15.953868+00:00
XMMCNU97,NIAAA,Boring Task / NIAAA,A randomized controlled trial of a brief motivational interviewing-based group intervention for emerging adults experiencing homelessness: 12-Month effects on  substance use and sexual risk behavior.,Tucker,10.1016/j.josat.2023.209114,37355155,PMC10530378,2023,Journal of substance use and addiction treatment,V8RHSVKS,9b10546a40d4bb21abaa973be0e51f0c,OK,downloaded,,,,testing,2026-08-06T22:25:16.467492+00:00
5KSENBRK,NIAAA,Boring Task / NIAAA,Computer-Facilitated Screening and Brief Intervention for Alcohol Use Risk in Adolescent Patients of Pediatric Primary Care Offices: Protocol for a Cluster  Randomized Controlled Trial.,Shrier,10.2196/55039,38530346,PMC11005433,2024,JMIR research protocols,CEF5R966,fc01690e19ba4a7179708cdb9034dd96,OK,downloaded,,,,testing,2026-08-06T22:25:16.975646+00:00
A9YFYUW7,NIAAA,Boring Task / NIAAA,Randomized Trial to Reduce Risky Sexual Behavior Among Justice-Involved Adolescents.,Schmiege,10.1016/j.amepre.2020.07.009,33341180,PMC7755031,2021,American journal of preventive medicine,UCTXA5MH,cd4f0d92aa33f224fe9a3f3158a0c80c,OK,downloaded,,,,testing,2026-08-06T22:25:17.455808+00:00
CUM3GQXP,NIAAA,Boring Task / NIAAA,Effects of the Universal Prevention Curriculum for Schools on Substance Use Among Peruvian Adolescents: A Randomized Trial.,Paschall,10.1177/00472379231185130,37365824,PMC10356739,2022,Journal of drug education,7FBAJF4D,b2936596ac0fe12ebd87707e1116de22,OK,downloaded,,,,testing,2026-08-06T22:25:17.930840+00:00
7RHBB6YS,NIAAA,Boring Task / NIAAA,Three-Year Outcomes After Brief Treatment of Substance Use and Mood Symptoms.,Parthasarathy,10.1542/peds.2020-009191,33372122,PMC7786828,2021,Pediatrics,NZTFXBNA,0576a7a295930d03dbda079ad3c51d72,OK,downloaded,,,,testing,2026-08-06T22:25:18.452120+00:00
EQFXGLNL,NIAAA,Boring Task / NIAAA,Effect of Remediating Blighted Vacant Land on Shootings: A Citywide Cluster Randomized Trial.,Moyer,10.2105/ajph.2018.304752,30496003,PMC6301418,2019,American journal of public health,84HTSWQE,120e29e8480a6cb7bdf7c2b9dd635e5b,OK,downloaded,,,,testing,2026-08-06T22:25:18.936050+00:00
AFCWE9KZ,NIAAA,Boring Task / NIAAA,Effectiveness of a pharmacist-delivered primary care telemedicine intervention to increase access to pharmacotherapy and specialty treatment for alcohol use  problems: Protocol for the alcohol telemedicine consult cluster-randomized  pragmatic trial.,Metz,10.1016/j.cct.2022.107004,36379437,PMC9729439,2022,Contemporary clinical trials,BUDUHXGW,be728eaf83ab036188aaf0a86d1b3aca,OK,downloaded,,,,testing,2026-08-06T22:25:19.489505+00:00
8EZG7HP9,NIAAA,Boring Task / NIAAA,Student-centered instruction can build social-emotional skills and peer relations: Findings from a cluster-randomized trial of technology-supported  cooperative learning.,Low,10.1037/spq0000589,37902702,,2024,"School psychology (Washington, D.C.)",VSC6J38X,072bfbc211a12e0c9e3517bfcffd023d,OK,downloaded,,,,testing,2026-08-06T22:25:19.977227+00:00
RC3NW9E4,NIAAA,Boring Task / NIAAA,A Group Randomized Trial of the Stop Service to Obviously-Impaired Patrons (S-STOP) Program to Prevent Overservice in Bars and Restaurants in College  Communities.,Grube,10.1080/10826084.2021.1914107,33960263,PMC8159893,2021,Substance use & misuse,8E5L7A7I,fba7f637302724152b7b4cd96265bcdd,OK,downloaded,,,,testing,2026-08-06T22:25:20.490631+00:00
U8ZJRIVR,NIAAA,Boring Task / NIAAA,Safer Bars: A cluster-randomized effectiveness evaluation of alcohol-related sexual violence prevention through bar staff bystander training.,Davis,10.1016/j.cct.2024.107488,38458561,PMC11065559,2024,Contemporary clinical trials,VEFE9F82,93db96571329ef4fa9c226c833c203c5,OK,downloaded,,,,testing,2026-08-06T22:25:21.006792+00:00
RCY3W772,NIAAA,Boring Task / NIAAA,Delivery of a Prevention Program in Large College Classes: Effectiveness of the Expectancy Challenge Alcohol Literacy Curriculum.,Flori,10.1080/10826084.2023.2223282,37344387,PMC11151344,2023,Substance use & misuse,XUYMQCV7,5cc522fcf0b1ab7caae31770c38e1270,OK,downloaded,,,,testing,2026-08-06T22:25:21.484585+00:00
BE2FKCXY,NIAAA,Boring Task / NIAAA,A behavioral activation intervention administered in a 16-week freshman orientation course: Study protocol.,Fazzino,10.1016/j.cct.2020.105950,31982647,PMC7279510,2020,Contemporary clinical trials,7VIIWWQG,50b77a93df70ac85ccc0775b0404afdd,OK,downloaded,,,,testing,2026-08-06T22:25:21.993418+00:00
9FHCNQLX,NIAAA,Boring Task / NIAAA,Effective prevention programming for reducing alcohol-related harms experienced by first year college students: Evaluation of the expectancy challenge alcohol  literacy curriculum (ECALC).,Dunn,10.1016/j.addbeh.2022.107338,35472696,PMC10349386,2022,Addictive behaviors,TXFDR5PI,f57452817f2e28a5d5e19ea102bb7af2,OK,downloaded,,,,testing,2026-08-06T22:25:22.603649+00:00
4GTAWDKF,NIAAA,Boring Task / NIAAA,A randomized controlled trial comparing a manual and computer version of CALM in VA community-based outpatient clinics.,Cucciare,10.1016/j.jadr.2021.100202,34423330,PMC8373037,2021,Journal of affective disorders reports,SFDFT7I6,500374af9235f6c204b0d391485fe9ad,OK,downloaded,,,,testing,2026-08-06T22:25:23.104886+00:00
7BKPCXSF,NIAAA,Boring Task / NIAAA,Universal School-Based Substance Use Prevention Using Technology-Supported Cooperative Learning.,Chirimwami,10.1007/s11121-024-01662-1,38427269,,2024,Prevention science : the official journal of the Society for Prevention Research,UHY8BF2U,8b047c98dadd3c45c61f204c5e627576,OK,downloaded,,,,testing,2026-08-06T22:25:23.624848+00:00
GVP28VW6,NIAAA,Boring Task / NIAAA,Influence of an Implementation Support Intervention on Barriers and Facilitators to Delivery of a Substance Use Prevention Program.,Cannon,10.1007/s11121-019-01037-x,31473932,PMC6883157,2019,Prevention science : the official journal of the Society for Prevention Research,AR2KKZ63,e4651cc3ad01db97a58f3defbdc3bc6f,OK,downloaded,,,,testing,2026-08-06T22:25:24.152273+00:00
C5YKG5KJ,NIAAA,Boring Task / NIAAA,Effect of Including Alcohol and Cannabis Content in a Sexual Risk-Reduction Intervention on the Incidence of Sexually Transmitted Infections in Adolescents:  A Cluster Randomized Clinical Trial.,Bryan,10.1001/jamapediatrics.2017.5621,29435591,PMC5875326,2018,JAMA pediatrics,FKDWST2P,35b795a7423f85c0a7bba5e95e8e5090,OK,downloaded,,,,testing,2026-08-06T22:25:24.675496+00:00
KJUJ8Q7N,NIAAA,Boring Task / NIAAA,Professional Development to Improve Responsible Beverage Service Training: Formative Research Results and Protocol for a Randomized Controlled Trial.,Woodall,10.2196/49680,38265847,PMC10851124,2024,JMIR research protocols,SXJC2Q3T,4d0a3d696f4c9b1b485fedad9ba4a621,OK,downloaded,,,,testing,2026-08-06T22:25:25.120871+00:00
LLZYSRKB,NIAAA,Boring Task / NIAAA,Cross-Tailoring Integrative Alcohol and Risky Sexual Behavior Feedback for College Students: Protocol for a Hybrid Type 1 Effectiveness-Implementation  Trial.,Ray,10.2196/43986,36716301,PMC10131715,2023,JMIR research protocols,VG32PJE8,ffa648f5171b931dddd3b27eaf13ab7b,OK,downloaded,,,,testing,2026-08-06T22:25:25.661033+00:00
AWT9EB5R,NIAAA,Boring Task / NIAAA,Implementing a text-messaging intervention for unhealthy alcohol use in emergency departments: protocol for implementation strategy development and a pilot cluster  randomized implementation trial.,O'Grady,10.1186/s43058-022-00333-y,35933560,PMC9356403,2022,Implementation science communications,SGAHKVQ4,152302cbc1c6e0c698a8109ce6351573,OK,downloaded,,,,testing,2026-08-06T22:25:26.121977+00:00
P3ZJYJ5P,NIAAA,Boring Task / NIAAA,Technology-Based Methods for Training Counseling Skills in Behavioral Health: a Scoping Review.,Magill,10.1007/s41347-022-00252-8,35402697,PMC8983031,2022,Journal of technology in behavioral science,4QGMSPH9,189365200b6304b646912b2f6c415f69,OK,downloaded,,,,testing,2026-08-06T22:25:26.613804+00:00
BAQ99QW8,NIAAA,Boring Task / NIAAA,Pay-for-performance as a cost-effective implementation strategy: results from a cluster randomized trial.,Garner,10.1186/s13012-018-0774-1,29973280,PMC6033288,2018,Implementation science : IS,SRZZYP23,3cb54aa77744e010ddf0888f211e1ee7,OK,downloaded,,,,testing,2026-08-06T22:25:27.112950+00:00
2RZV777D,NIAAA,Boring Task / NIAAA,"Providing Lesbian, Gay, Bisexual, Transgender, Nonbinary, and Queer Adolescents With Nurturance, Trustworthiness, and Safety: Protocol for Pilot Cluster  Randomized Controlled Trial Design.",Coulter,10.2196/55210,38502156,PMC10988370,2024,JMIR research protocols,446X937Y,5c7f4b6a74ee2b4eef46c3ac16cbcd76,OK,downloaded,,,,testing,2026-08-06T22:25:27.666339+00:00
Y5I3JNXM,NIAAA,Boring Task / NIAAA,Testing implementation support for evidence-based programs in community settings: a replication cluster-randomized trial of Getting To Outcomes®.,Chinman,10.1186/s13012-018-0825-7,30348227,PMC6196461,2018,Implementation science : IS,4YKHBM8E,2c4943f9cda3e59665e1cc91a881ade1,OK,downloaded,,,,testing,2026-08-06T22:25:28.203219+00:00
9732B3QR,NIAAA,Boring Task / NIAAA,A case series measuring campus and clinic level factors during implementation of a sexual violence prevention intervention in campus health and counseling  centers: does environment matter?,Anderson,10.1186/s43058-023-00467-7,37525258,PMC10388455,2023,Implementation science communications,7VI6VK3T,0e14e5bb5e7c63cb985c7ca938094172,OK,downloaded,,,,testing,2026-08-06T22:25:28.757554+00:00
2RJUK6SQ,NIAID; NICHD,Boring Task / NIAID; Boring Task / NICHD,High CD4 counts associated with better economic outcomes for HIV-positive adults and their HIV-negative household members in the SEARCH Trial.,Jakubowski,10.1371/journal.pone.0198912,29944678,PMC6019679,2018,PloS one,3TLJ5VWR,3bb9f6e26cb9fe2e5bf3c0a21defae42,OK,downloaded,"3 PDF attachments, picked highest priority: Full Text PDF; Full Text PDF; Full Text PDF",,,testing,2026-08-06T22:25:29.224044+00:00
IGR3XGVP,NIAID; NIMH,Boring Task / NIAID; Boring Task / NIMH,Intervention Increases Physical Activity and Healthful Diet Among South African Adolescents Over 54 Months: A Randomized Controlled Trial.,Jemmott,10.1016/j.jadohealth.2019.01.027,31028006,PMC9393844,2019,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,R34K9RLW,ddef353bb58ca664e5ed5609d5552ad1,OK,downloaded,"2 PDF attachments, picked highest priority: Full Text; Full Text PDF",,,testing,2026-08-06T22:25:29.784602+00:00
WD63V6VJ,NIAID; NICHD; NIMH,Boring Task / NIAID; Boring Task / NICHD; Boring Task / NIMH,Does Economic Strengthening Improve Viral Suppression Among Adolescents Living with HIV? Results From a Cluster Randomized Trial in Uganda.,Bermudez,10.1007/s10461-018-2173-7,29846836,PMC6204092,2018,AIDS and behavior,PDX6CGVP,6620c7f6d737986a1a7c22570668add4,OK,downloaded,,,,testing,2026-08-06T22:25:30.429420+00:00
XEW934XP,NIAID; NIMH,Boring Task / NIAID; Boring Task / NIMH,Physician-delivered motivational interviewing to improve adherence and retention in care among challenging HIV-infected patients in Argentina (COPA2): study  protocol for a cluster randomized controlled trial.,Sued,10.1186/s13063-018-2758-5,30041703,PMC6056946,2018,Trials,FEHVA8GW,2b0a7412c78052726ede5af66c7cba01,OK,downloaded,,,,testing,2026-08-06T22:25:30.956839+00:00
NVP5Q3EY,NIAID; NIDA; NIMH; NIMHD,Boring Task / NIAID; Boring Task / NIDA; Boring Task / NIMH; Boring Task / NIMHD,"Empowering With PrEP (E-PrEP), a Peer-Led Social Media-Based Intervention to Facilitate HIV Preexposure Prophylaxis Adoption Among Young Black and Latinx Gay  and Bisexual Men: Protocol for a Cluster Randomized Controlled Trial.",Patel,10.2196/11375,30154071,PMC6134229,2018,JMIR research protocols,J44EGZZV,ac106206169bcacfeeb23fbd14c1fb94,OK,downloaded,,,,testing,2026-08-06T22:25:31.568115+00:00
4CNKNNSR,NIAID; NINR,Boring Task / NIAID; Boring Task / NINR,Prevalence of Pre-Existing Hearing Loss Among Patients With Drug-Resistant Tuberculosis in South Africa.,Hong,10.1044/2020_aja-19-00103,32320639,PMC7839025,2020,American journal of audiology,BAQVPZ2P,94097bfd865814f5bfa2a9669262f73b,OK,downloaded,,,,testing,2026-08-06T22:25:32.052189+00:00
R7UFE2HF,NIAID; NIMH,Boring Task / NIAID; Boring Task / NIMH,Sexual and Social Network Correlates of Willingness to Self-Test for HIV Among Ever-Tested and Never-Tested Men: Implications for the Tanzania STEP Project.,Conserve,10.1080/09540121.2018.1537466,30362377,PMC7295037,2019,AIDS care,IXEQGANN,6454fa93209620e373b1a14ba3798b02,OK,downloaded,,,,testing,2026-08-06T22:25:32.485600+00:00
YXC5JXVA,NIAID; NIMH,Boring Task / NIAID; Boring Task / NIMH,"Engaging Young Men as Community Health Leaders in an STI and Intimate Partner Violence Prevention Trial in Dar es Salaam, Tanzania.",Kajula,10.1007/s40609-018-00134-z,31857942,PMC6921932,2019,"Global social welfare : research, policy & practice",TR8H8QGV,3368c448d557fda522ad32d7c699aae8,OK,downloaded,,,,testing,2026-08-06T22:25:33.053807+00:00
YZ5R9VRE,NIAID; NICHD; NIDA; NIMH,Boring Task / NIAID; Boring Task / NICHD; Boring Task / NIDA; Boring Task / NIMH,Structural Network Position and Performance of Health Leaders Within an HIV Prevention Trial.,Mulawa,10.1007/s10461-018-2126-1,29705931,PMC6076845,2018,AIDS and behavior,Z8JHT96I,9f057c1de9e67f6d90093c3b5dcab7c7,OK,downloaded,,,,testing,2026-08-06T22:25:33.576710+00:00
TUPAJP4G,NIAID; NIMH,Boring Task / NIAID; Boring Task / NIMH,Bayesian method for inferring the impact of geographical distance on intensity of communication.,Ozga,10.1038/s41598-020-68583-1,32678148,PMC7367279,2020,Scientific reports,BJ878FUT,99c0dfe3ed6096c25ccda26069bbf4c4,OK,downloaded,,,,testing,2026-08-06T22:25:34.133754+00:00
EGBS5UQ9,NIAID; NINR,Boring Task / NIAID; Boring Task / NINR,Effect of FAmily CEntered (FACE®) Advance Care Planning on Longitudinal Congruence in End-of-Life Treatment Preferences: A Randomized Clinical Trial.,Lyon,10.1007/s10461-020-02909-y,32399799,PMC7699823,2020,AIDS and behavior,G57SKQNC,5c1e38cb2a624ffc013d3e02d9e4df94,OK,downloaded,,,,testing,2026-08-06T22:25:34.815233+00:00
MGQIXSEX,NIAID; NIGMS,Boring Task / NIAID; Boring Task / NIGMS,"The TIRS trial: protocol for a cluster randomized controlled trial assessing the efficacy of preventive targeted indoor residual spraying to reduce Aedes-borne  viral illnesses in Merida, Mexico.",Manrique-Saide,10.1186/s13063-020-04780-7,33032661,PMC7542575,2020,Trials,WHX785A5,d1ade04c4081f5e75962395b7f80be18,OK,downloaded,,,,testing,2026-08-06T22:25:35.339189+00:00
7IP6HGIW,NIAID; NICHD; NIMH,Boring Task / NIAID; Boring Task / NICHD; Boring Task / NIMH,Associations Between Peer Network Gender Norms and the Perpetration of Intimate Partner Violence Among Urban Tanzanian Men: a Multilevel Analysis.,Mulawa,10.1007/s11121-017-0835-8,28849338,PMC5832502,2018,Prevention science : the official journal of the Society for Prevention Research,QTNQZJMN,f91bcd60dd8e34b0e32e451a412f70f8,OK,downloaded,,,,testing,2026-08-06T22:25:35.982380+00:00
FAGZB7EH,NIAID; NIDA,Boring Task / NIAID; Boring Task / NIDA,"Addressing the nexus of risk: Biobehavioral outcomes from a cluster randomized trial of the Women's Health CoOp Plus in Pretoria, South Africa.",Wechsberg,10.1016/j.drugalcdep.2018.10.036,30562676,PMC6415667,2019,Drug and alcohol dependence,NDKWJ66Q,656438f8179155cb57891d7222e51970,OK,downloaded,,,,testing,2026-08-06T22:25:36.562615+00:00
7E6RC38B,NIAID; NICHD,Boring Task / NIAID; Boring Task / NICHD,Implementation of Steps 1-9 to Successful Breastfeeding Reduces the Frequency of Mild and Severe Episodes of Diarrhea and Respiratory Tract Infection Among  0-6 Month Infants in Democratic Republic of Congo.,Zivich,10.1007/s10995-018-2446-9,29417366,PMC6645680,2018,Maternal and child health journal,7UHMHVZQ,d7ab0130a39aa25bb860c2d476acee8d,OK,downloaded,,,,testing,2026-08-06T22:25:37.119490+00:00
H8AUCYE9,NIAID; NICHD,Boring Task / NIAID; Boring Task / NICHD,Influence of Male Partners on HIV Disclosure Among South African Women in a Cluster Randomized PMTCT Intervention.,Abbamonte,10.1007/s10461-020-03021-x,32892297,PMC10174224,2021,AIDS and behavior,D5FFUJ9Y,1f45ea65f2092fa85c2b854210af05d5,OK,downloaded,,,,testing,2026-08-06T22:25:37.689672+00:00
EYKT5EJ4,NIAID; NICHD,Boring Task / NIAID; Boring Task / NICHD,Prevalence of prenatal and postpartum depression and associated factors among HIV-infected women in public primary care in rural South Africa: a longitudinal  study.,Peltzer,10.1080/09540121.2018.1455960,29575943,PMC6150830,2018,AIDS care,B5E7BMMS,e3a148ea8245667ba19f188b8934b4fb,OK,downloaded,,,,testing,2026-08-06T22:25:38.317525+00:00
EXYJ3P6Y,NIAID; NICHD,Boring Task / NIAID; Boring Task / NICHD,Human-Centered Design for Public Health Innovation: Codesigning a Multicomponent Intervention to Support Youth Across the HIV Care Continuum in Mozambique.,Mukherjee,10.9745/ghsp-d-21-00664,35487546,PMC9053144,2022,"Global health, science and practice",I5EUQBVV,77bacd79f9b3d5d726f72e4508d8ba3b,OK,downloaded,,,,testing,2026-08-06T22:25:38.851656+00:00
