paper_id,set,stage,removed_from,reason,evidence,decided_by,decided_at,source_record,title
6ZR6F8KG,human_labelled,validation_internal_duplicate,corpus,"same paper as 62TBCTHX, fetched from both the NCI and NHLBI Zotero groups; merged into one row","matched on doi/pmid, different PDF bytes",rule,2026-08-14T16:03:21+00:00,results/review/06_merged_hls_duplicates.csv,Examining Caregiver Outcomes in the CONNECT Intervention for Patients With Advanced Cancer
BMCWCLQH,human_labelled,validation_internal_duplicate,corpus,"same paper as Z7NF2G6Q, fetched from both the NCI and NHLBI Zotero groups; merged into one row","matched on doi/pmid, different PDF bytes",rule,2026-08-14T16:03:21+00:00,results/review/06_merged_hls_duplicates.csv,Objective Measures of Physical Activity in Rural Communities: Factors Associated With a Valid Wear and Lessons Learned
GIHWCXEH,human_labelled,validation_internal_duplicate,corpus,"same paper as B6VJ22FA, fetched from both the NCI and NHLBI Zotero groups; merged into one row","matched on doi/pmid, different PDF bytes",rule,2026-08-14T16:03:21+00:00,results/review/06_merged_hls_duplicates.csv,Hope and illness expectations: A cross-sectional study in patients with advanced cancer
9G7ZMMY3,human_labelled,validation_internal_duplicate,corpus,"same paper as RJD9XX6D, fetched from both the NCI and NHLBI Zotero groups; merged into one row","matched on doi/pmid, PDF bytes identical",rule,2026-08-14T16:03:21+00:00,results/review/06_merged_hls_duplicates.csv,A multilevel approach for promoting physical activity in rural communities: a cluster randomized controlled trial
W5Z7K27W,human_labelled,validation_internal_duplicate,corpus,"same paper as SH5J2R2J, fetched from both the NCI and NHLBI Zotero groups; merged into one row","matched on doi/pmid, PDF bytes identical",rule,2026-08-14T16:03:21+00:00,results/review/06_merged_hls_duplicates.csv,Evaluation of a walking school bus program: a cluster randomized controlled trial
TCF92VSK,human_labelled,validation_internal_duplicate,corpus,"same paper as VGG3KIMT, fetched from both the NCI and NHLBI Zotero groups; merged into one row","matched on doi/pmid, PDF bytes identical",rule,2026-08-14T16:03:21+00:00,results/review/06_merged_hls_duplicates.csv,"Scaling up a brief alcohol intervention to prevent HIV infection in Vietnam: a cluster randomized, implementation trial"
ASTFEXJ3,human_labelled,validation_internal_duplicate,corpus,"same paper as E92KWK4B, fetched from both the NCI and NHLBI Zotero groups; merged into one row","matched on doi/pmid, PDF bytes identical",rule,2026-08-14T16:03:21+00:00,results/review/06_merged_hls_duplicates.csv,Process of Engaging Community and Scientific Partners in the Development of the CIRCL-Chicago Study Protocol
I842F22F,human_labelled,validation_internal_duplicate,corpus,"same paper as BCPZNXV7, fetched from both the NCI and NHLBI Zotero groups; merged into one row","matched on doi/pmid, PDF bytes identical",rule,2026-08-14T16:03:21+00:00,results/review/06_merged_hls_duplicates.csv,"Eating Occasions, Obesity and Related Behaviors in Working Adults: Does it Matter When You Snack?"
JNJYCIH8,human_labelled,validation_internal_duplicate,corpus,"same paper as Y65DB7TT, fetched from both the NCI and NHLBI Zotero groups; merged into one row","matched on doi/pmid, PDF bytes identical",rule,2026-08-14T16:03:21+00:00,results/review/06_merged_hls_duplicates.csv,Primary Palliative Care Improves Uptake of Advance Care Planning Among Patients With Advanced Cancers
A3H3NDHF,unlabelled,correction_notice,corpus,"title announces a correction/erratum/retraction, not a study",flagged as THIN_TEXT; verdict_reason=MANUAL_DROPPED,human,2026-08-13T19:53:11+00:00,results/review/04_papers_reviewed_results.csv,Erratum to: Culturally adaptive storytelling intervention versus didactic intervention to improve hypertension control in Vietnam: a cluster randomized  controlled feasibility trial.
J2RUD3YQ,unlabelled,manual_drop,corpus,"No full text exists: DOI resolves to an Annals of Family Medicine conference-abstract supplement (afm.20.s1.2679), not a full article. Every download attempt returned the same 2-page abstract-only document. Found by results/review/11_text_integrity_flagged.csv (F3_NO_REFERENCES, F4_THIN_PER_PAGE, F5_SHORT_VS_ABSTRACT); confirmed by hand.",flagged as n/a; verdict_reason=MANUAL_DROPPED,human,2026-08-26T17:00:19+00:00,results/review/04_papers_reviewed_results.csv,Integrating behavioral health & primary care for multiple chronic diseases: Clinical trial of a practice redesign toolkit.
NBBD4EVE,unlabelled,correction_notice,corpus,"title announces a correction/erratum/retraction, not a study",flagged as THIN_TEXT; verdict_reason=MANUAL_DROPPED,human,2026-08-13T21:02:39+00:00,results/review/04_papers_reviewed_results.csv,Corrigendum: Analysis of cluster-randomized test-negative designs: cluster-level methods.
AT7F9XWR,unlabelled,correction_notice,corpus,"This is a correction, not a full-text PDF",flagged as CORRECTION_NOTICE; verdict_reason=MANUAL_DROPPED,human,2026-08-13T23:43:59+00:00,results/review/04_papers_reviewed_results.csv,Correction: Assessing COVID-19 testing strategies in K-12 schools in underserved populations: study protocol for a cluster-randomized trial.
JBUFJCLU,human_labelled,correction_notice,corpus,"This is a correction, not a full-text PDF",flagged as CORRECTION_NOTICE; verdict_reason=MANUAL_DROPPED,human,2026-08-13T23:44:35+00:00,results/review/04_papers_reviewed_results.csv,"Correction to: A cluster randomized controlled trial for a multi-level, clinic-based smoking cessation program with women in Appalachian communities: study protocol for the ""Break Free"" program"
PQNBSQLX,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 105 ('Mukhopadhyay et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Cluster-Randomized Trial Comparing Ambulatory Decision Support Tools to Improve Heart Failure Care
8EIXU8CQ,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 135 ('Seguin-Fowler et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,"Improvements and Maintenance of Clinical and Functional Measures Among Rural Women: Strong Hearts, Healthy Communities-2. 0 Cluster Randomized Trial"
9QH3NF2M,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 136 ('Semitala et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Comparison of 3 optimized delivery strategies for completion of isoniazid-rifapentine (3HP) for tuberculosis prevention among people living with HIV in Uganda: A single-center randomized trial
YHKIB4RS,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 137 ('Semler et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Oxygen-Saturation Targets for Critically Ill Adults Receiving Mechanical Ventilation
XW5VH2RS,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 138 ('Shi et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Solving insomnia electronically: Sleep treatment for asthma (SIESTA): A study protocol for a randomized controlled trial
GZ8L53HZ,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 139 ('Silber et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Patient Safety Outcomes under Flexible and Standard Resident Duty-Hour Rules
ML5BF6U5,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 140 ('Smith et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Community intervention to reduce cardiovascular disease in Chicago (CIRCL-Chicago): protocol for a type 3 hybrid effectiveness-implementation study using a parallel cluster-randomized trial design
VUUKHBPX,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 141 ('Sobers et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Assessing the effectiveness and implementation of a chronic disease self-management programme in faith-based organisations in Barbados: protocol for a cluster randomised parallel trial
67EE29T7,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 142 ('Sperl-Hillen et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Protocol of a patient randomized clinical trial to improve medication adherence in primary care
HMVQGBWN,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 143 ('Stefan et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Update to the study protocol for an implementation-effectiveness trial comparing two education strategies for improving the uptake of noninvasive ventilation in patients with severe COPD exacerbation
G78NBYUH,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 144 ('Tabak et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Disseminating and implementing a lifestyle-based healthy weight program for mothers in a national organization: a study protocol for a cluster randomized trial
Y526PL9L,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 145 ('Takada et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,"Protocol for a Type 3 hybrid effectiveness-implementation cluster randomized trial to evaluate multi-ethnic, multilevel strategies and community engagement to eliminate hypertension disparities in Los Angeles County"
NPK22LGL,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 146 ('Tan et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,The TELEhealth Shared decision-making COaching and navigation in Primary carE (TELESCOPE) intervention: a study protocol for delivering shared decision-making for lung cancer screening by patient navigators
HKJXZKTF,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 148 ('Victor et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,A Cluster-Randomized Trial of Blood-Pressure Reduction in Black Barbershops
RZ7YH2DN,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 149 ('Vinson et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Decision Support Intervention and Anticoagulation for Emergency Department Atrial Fibrillation: The O'CAFÉ Stepped-Wedge Cluster Randomized Clinical Trial
TVL564PH,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 151 ('Ward et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Keys to healthy family child care homes: Results from a cluster randomized trial
MQ5HUF7T,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 152 ('Warner et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Practical Anemia Bundle and Hemoglobin Recovery in Critical Illness: A Randomized Clinical Trial
KQHQ9KMW,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 153 ('Wilfley et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Training Models for Implementing Evidence-Based Psychological Treatment: A Cluster-Randomized Trial in College Counseling Centers
7UB2532H,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 154 ('Williams et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Protocol paper: Stepped wedge cluster randomized trial translating the ABCS into optimizing cardiovascular care for people living with HIV
2MCVHA74,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 155 ('Wright et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,"Community mobilisation for adoption of clean cookstoves and clean fuel to reduce household air pollution and blood pressure in Lagos, Nigeria: protocol for a cluster-randomised trial"
IKEB2FHD,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 156 ('Wright et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Reducing paediatric overweight and obesity through motivational interviewing: study protocol for a randomised controlled trial in the AAP PROS research network
TZF282NC,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 157 ('Yawn et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Use of Asthma APGAR Tools in Primary Care Practices: A Cluster-Randomized Controlled Trial
QQRYLPB6,human_labelled,nhlbi_unreviewed,corpus,cited in the NHLBI extraction table but never reviewed; the institute's review will not resume for outstanding papers,cited as entry 159 ('Yuan et al.') in crt_review_table_112.tex with every field blank,human,2026-08-17T16:56:32+00:00,results/review/09_nhlbi_unreviewed_dropped.csv,Achieving cardiovascular health equity in community mental health: study protocol for a cluster-randomized hybrid Type 3 effectiveness-implementation trial
QHUGZ86T,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NCI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Implementing a Novel Workplace Smoking Cessation Intervention Targeting Hispanic/Latino Construction Workers: A Pilot Cluster Randomized Trial
LCAG76F4,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NCI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,The Optimizing Lung Screening Trial (WF-20817CD): Multicenter Randomized Effectiveness Implementation Trial to Increase Tobacco Use Cessation for Individuals Undergoing Lung Screening
I47BDCKU,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NCI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Coaching and Communication Training for HPV Vaccination: A Cluster Randomized Trial
DPPC94XT,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NCI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,"Testing the effectiveness of community-engaged citizen science to promote physical activity, foster healthier neighborhood environments, and advance health equity in vulnerable communities: The Steps for Change randomized controlled trial design and methods"
JMLTZFI8,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NCI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,"A Cluster-Randomized Trial of a Mobile Produce Market Program in 12 Communities in North Carolina: Program Development, Methods, and Baseline Characteristics"
QGRTXZZH,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NCI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Efficacy of a community-based participatory and multilevel intervention to enhance hepatitis B virus screening and vaccination in underserved Korean Americans
DEKG3YAI,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NCI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,A Group Randomized Trial to Reduce Obesity among Appalachian Church Members: The Walk by Faith Study
URKTMCIE,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NCI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,"Accelerating Colorectal Cancer Screening and Follow-up through Implementation Science (ACCSIS) in Appalachia: protocol for a group randomized, delayed intervention trial"
DJE2PNQA,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NCI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,A randomized study to prevent lymphedema in women treated for breast cancer: CALGB 70305 (Alliance)
NQZZPYI4,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NCI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,"Association of Tobacco Use During Pregnancy, Perceived Stress, and Depression Among Alaska Native Women Participants in the Healthy Pregnancies Project"
Z236TJTT,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NCI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Healthy Pregnancies Project: Cluster Randomized Controlled Trial of a Community Intervention to Reduce Tobacco Use among Alaska Native Women
GISQ3U2U,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NCI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,"A multi-level intervention in worksites to increase fruit and vegetable access and intake: Rationale, design and methods of the 'Good to Go' cluster randomized trial"
9JP85XCL,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NCI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,The Development and Testing of a Point-of-Sale E-Cigarette Health Communication Campaign
J72RMLRJ,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Study design and protocol of a stepped wedge cluster randomized trial using a practical implementation strategy as a model for hypertension-HIV integration - the MAP-IT trial
FUCS56UM,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Mobile App-Facilitated Collaborative Palliative Care Intervention for Critically Ill Older Adults: A Randomized Clinical Trial
4NV8FP3G,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,"Design and participant characteristics of TX sprouts: A school-based cluster randomized gardening, nutrition, and cooking intervention"
R4ZI2TKH,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,"A cluster-randomized controlled trial of an elementary school drinking water access and promotion intervention: Rationale, study design, and protocol"
L3XSIHDW,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Design and pilot implementation for the BETTER CARE-HF trial: A pragmatic cluster-randomized controlled trial comparing two targeted approaches to ambulatory clinical decision support for cardiologists
NBAQH3Y3,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,"Protocol for a cluster randomized clinical trial of a mastery-climate motor skills intervention, Children's Health Activity and Motor Program (CHAMP), on self-regulation in preschoolers"
GV6RHLHV,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Meta Salud Diabetes study protocol: a cluster-randomised trial to reduce cardiovascular risk among a diabetic population of Mexico
X7YLMXWH,human_labelled,nonjudgeable_exclusion,corpus,"excluded because the trial's outcomes paper exists elsewhere in the set -- a cross-paper judgment; promptbook E12 forbids it, the model judges the paper alone",human exclusion_reason='protocol_paper' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Design and rationale for evaluating salad bars and students' fruit and vegetable consumption: A cluster randomized factorial trial with objective assessments
EBNIKQJT,human_labelled,nonjudgeable_exclusion,corpus,"excluded because the trial's outcomes paper exists elsewhere in the set -- a cross-paper judgment; promptbook E12 forbids it, the model judges the paper alone",human exclusion_reason='protocol_paper' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Adapting the Diabetes Prevention Program for low and middle-income countries: protocol for a cluster randomised trial to evaluate 'Lifestyle Africa'
G53UN529,human_labelled,nonjudgeable_exclusion,corpus,"excluded because the trial's outcomes paper exists elsewhere in the set -- a cross-paper judgment; promptbook E12 forbids it, the model judges the paper alone",human exclusion_reason='protocol_paper' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,The RICH LIFE Project: A cluster randomized pragmatic trial comparing the effectiveness of health system only vs. health system Plus a collaborative/stepped care intervention to reduce hypertension disparities
HQYY8IVG,human_labelled,nonjudgeable_exclusion,corpus,"excluded because the trial's outcomes paper exists elsewhere in the set -- a cross-paper judgment; promptbook E12 forbids it, the model judges the paper alone",human exclusion_reason='protocol_paper' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,"Parent and child care provider partnerships: Protocol for the Healthy Me, Healthy We (HMHW) cluster randomized control trial"
9G96XQ7M,human_labelled,nonjudgeable_exclusion,corpus,"excluded because the trial's outcomes paper exists elsewhere in the set -- a cross-paper judgment; promptbook E12 forbids it, the model judges the paper alone",human exclusion_reason='protocol_paper' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,"Efficacy of a family-based cardiovascular risk reduction intervention in individuals with a family history of premature coronary heart disease in India (PROLIFIC): an open-label, single-centre, cluster randomised controlled trial"
8JZS4D8F,human_labelled,nonjudgeable_exclusion,corpus,"excluded because the trial's outcomes paper exists elsewhere in the set -- a cross-paper judgment; promptbook E12 forbids it, the model judges the paper alone",human exclusion_reason='protocol_paper' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Supporting families of children with overweight and obesity to live healthy lifestyles: Design and rationale for the Fitline cluster randomized controlled pediatric practice-based trial
YKCJ78UM,human_labelled,nonjudgeable_exclusion,corpus,"excluded because the trial's outcomes paper exists elsewhere in the set -- a cross-paper judgment; promptbook E12 forbids it, the model judges the paper alone",human exclusion_reason='protocol_paper' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Study protocol: a cluster randomized trial to evaluate the effectiveness and implementation of onsite GeneXpert testing at community health centers in Uganda (XPEL-TB)
5XNKT7KH,human_labelled,nonjudgeable_exclusion,corpus,"excluded because the trial's outcomes paper exists elsewhere in the set -- a cross-paper judgment; promptbook E12 forbids it, the model judges the paper alone",human exclusion_reason='protocol_paper' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,"Improving nutrition and physical activity environments of family child care homes: the rationale, design and study protocol of the 'Healthy Start/Comienzos Sanos' cluster randomized trial"
TY62B2MZ,human_labelled,nonjudgeable_exclusion,corpus,"excluded because the trial's outcomes paper exists elsewhere in the set -- a cross-paper judgment; promptbook E12 forbids it, the model judges the paper alone",human exclusion_reason='protocol_paper' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Development of the individualised Comparative Effectiveness of Models Optimizing Patient Safety and Resident Education (iCOMPARE) trial: a protocol summary of a national cluster-randomised trial of resident duty hour policies in internal medicine
5LPG6NIV,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,"Effect of a Remotely Delivered Tailored Multicomponent Approach to Enhance Medication Taking for Patients With Hyperlipidemia, Hypertension, and Diabetes: The STIC2IT Cluster Randomized Clinical Trial"
PZYLIX7V,human_labelled,nonjudgeable_exclusion,corpus,excluded by a random coin flip among same-first-author papers (Ignore02 `randuni`) -- unreproducible from text; promptbook E17 forbids it,human exclusion_reason='duplicate_group_random_drop' (NHLBI),human,2026-08-26T02:10:10+00:00,results/review/10_nonjudgeable_exclusions_dropped.csv,Effect of a Biopsychosocial Intervention or Postural Therapy on Disability and Health Care Spending Among Patients With Acute and Subacute Spine Pain: The SPINE CARE Randomized Clinical Trial
